Date,Tres_deg_C,m_kg_per_sec
5/16/38,150.795,100
5/17/38,150.78,100
5/18/38,150.765,100
5/19/38,150.75,100
5/20/38,150.735,100
5/21/38,150.72,100
5/22/38,150.705,100
5/23/38,150.69,100
5/24/38,150.675,100
5/25/38,150.66,100
5/26/38,150.645,100
5/27/38,150.63,100
5/28/38,150.615,100
5/29/38,150.6,100
5/30/38,150.585,100
5/31/38,150.57,100
6/1/38,150.555,100
6/2/38,150.54,100
6/3/38,150.525,100
6/4/38,150.51,100
6/5/38,150.495,100
6/6/38,150.48,100
6/7/38,150.465,100
6/8/38,150.45,100
6/9/38,150.435,100
6/10/38,150.42,100
6/11/38,150.405,100
6/12/38,150.39,100
6/13/38,150.375,100
6/14/38,150.36,100
6/15/38,150.345,100
6/16/38,150.33,100
6/17/38,150.315,100
6/18/38,150.3,100
6/19/38,150.285,100
6/20/38,150.27,100
6/21/38,150.255,100
6/22/38,150.24,100
6/23/38,150.225,100
6/24/38,150.21,100
6/25/38,150.195,100
6/26/38,150.18,100
6/27/38,150.165,100
6/28/38,150.15,100
6/29/38,150.135,100
6/30/38,150.12,100
7/1/38,150.105,100
7/2/38,150.09,100
7/3/38,150.075,100
7/4/38,150.06,100
7/5/38,150.045,100
7/6/38,150.03,100
7/7/38,150.015,100
7/8/38,150,100
7/9/38,149.985,100
7/10/38,149.97,100
7/11/38,149.955,100
7/12/38,149.94,100
7/13/38,149.925,100
7/14/38,149.91,100
7/15/38,149.895,100
7/16/38,149.88,100
7/17/38,149.865,100
7/18/38,149.85,100
7/19/38,149.835,100
7/20/38,149.82,100
7/21/38,149.805,100
7/22/38,149.79,100
7/23/38,149.775,100
7/24/38,149.76,100
7/25/38,149.745,100
7/26/38,149.73,100
7/27/38,149.715,100
7/28/38,149.7,100
7/29/38,149.685,100
7/30/38,149.67,100
7/31/38,149.655,100
8/1/38,149.64,100
8/2/38,149.625,100
8/3/38,149.61,100
8/4/38,149.595,100
8/5/38,149.58,100
8/6/38,149.565,100
8/7/38,149.55,100
8/8/38,149.535,100
8/9/38,149.52,100
8/10/38,149.505,100
8/11/38,149.49,100
8/12/38,149.475,100
8/13/38,149.46,100
8/14/38,149.445,100
8/15/38,149.43,100
8/16/38,149.415,100
8/17/38,149.4,100
8/18/38,149.385,100
8/19/38,149.37,100
8/20/38,149.355,100
8/21/38,149.34,100
8/22/38,149.325,100
8/23/38,149.31,100
8/24/38,149.295,100
8/25/38,149.28,100
8/26/38,149.265,100
8/27/38,149.25,100
8/28/38,149.235,100
8/29/38,149.22,100
8/30/38,149.205,100
8/31/38,149.19,100
9/1/38,149.175,100
9/2/38,149.16,100
9/3/38,149.145,100
9/4/38,149.13,100
9/5/38,149.115,100
9/6/38,149.1,100
9/7/38,149.085,100
9/8/38,149.07,100
9/9/38,149.055,100
9/10/38,149.04,100
9/11/38,149.025,100
9/12/38,149.01,100
9/13/38,148.995,100
9/14/38,148.98,100
9/15/38,148.965,100
9/16/38,148.95,100
9/17/38,148.935,100
9/18/38,148.92,100
9/19/38,148.905,100
9/20/38,148.89,100
9/21/38,148.875,100
9/22/38,148.86,100
9/23/38,148.845,100
9/24/38,148.83,100
9/25/38,148.815,100
9/26/38,148.8,100
9/27/38,148.785,100
9/28/38,148.77,100
9/29/38,148.755,100
9/30/38,148.74,100
10/1/38,148.725,100
10/2/38,148.71,100
10/3/38,148.695,100
10/4/38,148.68,100
10/5/38,148.665,100
10/6/38,148.65,100
10/7/38,148.635,100
10/8/38,148.62,100
10/9/38,148.605,100
10/10/38,148.59,100
10/11/38,148.575,100
10/12/38,148.56,100
10/13/38,148.545,100
10/14/38,148.53,100
10/15/38,148.515,100
10/16/38,148.5,100
10/17/38,148.485,100
10/18/38,148.47,100
10/19/38,148.455,100
10/20/38,148.44,100
10/21/38,148.425,100
10/22/38,148.41,100
10/23/38,148.395,100
10/24/38,148.38,100
10/25/38,148.365,100
10/26/38,148.35,100
10/27/38,148.335,100
10/28/38,148.32,100
10/29/38,148.305,100
10/30/38,148.29,100
10/31/38,148.275,100
11/1/38,148.26,100
11/2/38,148.245,100
11/3/38,148.23,100
11/4/38,148.215,100
11/5/38,148.2,100
11/6/38,148.185,100
11/7/38,148.17,100
11/8/38,148.155,100
11/9/38,148.14,100
11/10/38,148.125,100
11/11/38,148.11,100
11/12/38,148.095,100
11/13/38,148.08,100
11/14/38,148.065,100
11/15/38,148.05,100
11/16/38,148.035,100
11/17/38,148.02,100
11/18/38,148.005,100
11/19/38,147.99,100
11/20/38,147.975,100
11/21/38,147.96,100
11/22/38,147.945,100
11/23/38,147.93,100
11/24/38,147.915,100
11/25/38,147.9,100
11/26/38,147.885,100
11/27/38,147.87,100
11/28/38,147.855,100
11/29/38,147.84,100
11/30/38,147.825,100
12/1/38,147.81,100
12/2/38,147.795,100
12/3/38,147.78,100
12/4/38,147.765,100
12/5/38,147.75,100
12/6/38,147.735,100
12/7/38,147.72,100
12/8/38,147.705,100
12/9/38,147.69,100
12/10/38,147.675,100
12/11/38,147.66,100
12/12/38,147.645,100
12/13/38,147.63,100
12/14/38,147.615,100
12/15/38,147.6,100
12/16/38,147.585,100
12/17/38,147.57,100
12/18/38,147.555,100
12/19/38,147.54,100
12/20/38,147.525,100
12/21/38,147.51,100
12/22/38,147.495,100
12/23/38,147.48,100
12/24/38,147.465,100
12/25/38,147.45,100
12/26/38,147.435,100
12/27/38,147.42,100
12/28/38,147.405,100
12/29/38,147.39,100
12/30/38,147.375,100
12/31/38,147.36,100
1/1/39,147.345,100
1/2/39,147.33,100
1/3/39,147.315,100
1/4/39,147.3,100
1/5/39,147.285,100
1/6/39,147.27,100
1/7/39,147.255,100
1/8/39,147.24,100
1/9/39,147.225,100
1/10/39,147.21,100
1/11/39,147.195,100
1/12/39,147.18,100
1/13/39,147.165,100
1/14/39,147.15,100
1/15/39,147.135,100
1/16/39,147.12,100
1/17/39,147.105,100
1/18/39,147.09,100
1/19/39,147.075,100
1/20/39,147.06,100
1/21/39,147.045,100
1/22/39,147.03,100
1/23/39,147.015,100
1/24/39,147,100
1/25/39,146.985,100
1/26/39,146.97,100
1/27/39,146.955,100
1/28/39,146.94,100
1/29/39,146.925,100
1/30/39,146.91,100
1/31/39,146.895,100
2/1/39,146.88,100
2/2/39,146.865,100
2/3/39,146.85,100
2/4/39,146.835,100
2/5/39,146.82,100
2/6/39,146.805,100
2/7/39,146.79,100
2/8/39,146.775,100
2/9/39,146.76,100
2/10/39,146.745,100
2/11/39,146.73,100
2/12/39,146.715,100
2/13/39,146.7,100
2/14/39,146.685,100
2/15/39,146.67,100
2/16/39,146.655,100
2/17/39,146.64,100
2/18/39,146.625,100
2/19/39,146.61,100
2/20/39,146.595,100
2/21/39,146.58,100
2/22/39,146.565,100
2/23/39,146.55,100
2/24/39,146.535,100
2/25/39,146.52,100
2/26/39,146.505,100
2/27/39,146.49,100
2/28/39,146.475,100
3/1/39,146.46,100
3/2/39,146.445,100
3/3/39,146.43,100
3/4/39,146.415,100
3/5/39,146.4,100
3/6/39,146.385,100
3/7/39,146.37,100
3/8/39,146.355,100
3/9/39,146.34,100
3/10/39,146.325,100
3/11/39,146.31,100
3/12/39,146.295,100
3/13/39,146.28,100
3/14/39,146.265,100
3/15/39,146.25,100
3/16/39,146.235,100
3/17/39,146.22,100
3/18/39,146.205,100
3/19/39,146.19,100
3/20/39,146.175,100
3/21/39,146.16,100
3/22/39,146.145,100
3/23/39,146.13,100
3/24/39,146.115,100
3/25/39,146.1,100
3/26/39,146.085,100
3/27/39,146.07,100
3/28/39,146.055,100
3/29/39,146.04,100
3/30/39,146.025,100
3/31/39,146.01,100
4/1/39,145.995,100
4/2/39,145.98,100
4/3/39,145.965,100
4/4/39,145.95,100
4/5/39,145.935,100
4/6/39,145.92,100
4/7/39,145.905,100
4/8/39,145.89,100
4/9/39,145.875,100
4/10/39,145.86,100
4/11/39,145.845,100
4/12/39,145.83,100
4/13/39,145.815,100
4/14/39,145.8,100
4/15/39,145.785,100
4/16/39,145.77,100
4/17/39,145.755,100
4/18/39,145.74,100
4/19/39,145.725,100
4/20/39,145.71,100
4/21/39,145.695,100
4/22/39,145.68,100
4/23/39,145.665,100
4/24/39,145.65,100
4/25/39,145.635,100
4/26/39,145.62,100
4/27/39,145.605,100
4/28/39,145.59,100
4/29/39,145.575,100
4/30/39,145.56,100
5/1/39,145.545,100
5/2/39,145.53,100
5/3/39,145.515,100
5/4/39,145.5,100
5/5/39,145.485,100
5/6/39,145.47,100
5/7/39,145.455,100
5/8/39,145.44,100
5/9/39,145.425,100
5/10/39,145.41,100
5/11/39,145.395,100
5/12/39,145.38,100
5/13/39,145.365,100
5/14/39,145.35,100
5/15/39,145.335,100
5/16/39,145.32,100
5/17/39,145.305,100
5/18/39,145.29,100
5/19/39,145.275,100
5/20/39,145.26,100
5/21/39,145.245,100
5/22/39,145.23,100
5/23/39,145.215,100
5/24/39,145.2,100
5/25/39,145.185,100
5/26/39,145.17,100
5/27/39,145.155,100
5/28/39,145.14,100
5/29/39,145.125,100
5/30/39,145.11,100
5/31/39,145.095,100
6/1/39,145.08,100
6/2/39,145.065,100
6/3/39,145.05,100
6/4/39,145.035,100
6/5/39,145.02,100
6/6/39,145.005,100
6/7/39,144.99,100
6/8/39,144.975,100
6/9/39,144.96,100
6/10/39,144.945,100
6/11/39,144.93,100
6/12/39,144.915,100
6/13/39,144.9,100
6/14/39,144.885,100
6/15/39,144.87,100
6/16/39,144.855,100
6/17/39,144.84,100
6/18/39,144.825,100
6/19/39,144.81,100
6/20/39,144.795,100
6/21/39,144.78,100
6/22/39,144.765,100
6/23/39,144.75,100
6/24/39,144.735,100
6/25/39,144.72,100
6/26/39,144.705,100
6/27/39,144.69,100
6/28/39,144.675,100
6/29/39,144.66,100
6/30/39,144.645,100
7/1/39,144.63,100
7/2/39,144.615,100
7/3/39,144.6,100
7/4/39,144.585,100
7/5/39,144.57,100
7/6/39,144.555,100
7/7/39,144.54,100
7/8/39,144.525,100
7/9/39,144.51,100
7/10/39,144.495,100
7/11/39,144.48,100
7/12/39,144.465,100
7/13/39,144.45,100
7/14/39,144.435,100
7/15/39,144.42,100
7/16/39,144.405,100
7/17/39,144.39,100
7/18/39,144.375,100
7/19/39,144.36,100
7/20/39,144.345,100
7/21/39,144.33,100
7/22/39,144.315,100
7/23/39,144.3,100
7/24/39,144.285,100
7/25/39,144.27,100
7/26/39,144.255,100
7/27/39,144.24,100
7/28/39,144.225,100
7/29/39,144.21,100
7/30/39,144.195,100
7/31/39,144.18,100
8/1/39,144.165,100
8/2/39,144.15,100
8/3/39,144.135,100
8/4/39,144.12,100
8/5/39,144.105,100
8/6/39,144.09,100
8/7/39,144.075,100
8/8/39,144.06,100
8/9/39,144.045,100
8/10/39,144.03,100
8/11/39,144.015,100
8/12/39,144,100
8/13/39,143.985,100
8/14/39,143.97,100
8/15/39,143.955,100
8/16/39,143.94,100
8/17/39,143.925,100
8/18/39,143.91,100
8/19/39,143.895,100
8/20/39,143.88,100
8/21/39,143.865,100
8/22/39,143.85,100
8/23/39,143.835,100
8/24/39,143.82,100
8/25/39,143.805,100
8/26/39,143.79,100
8/27/39,143.775,100
8/28/39,143.76,100
8/29/39,143.745,100
8/30/39,143.73,100
8/31/39,143.715,100
9/1/39,143.7,100
9/2/39,143.685,100
9/3/39,143.67,100
9/4/39,143.655,100
9/5/39,143.64,100
9/6/39,143.625,100
9/7/39,143.61,100
9/8/39,143.595,100
9/9/39,143.58,100
9/10/39,143.565,100
9/11/39,143.55,100
9/12/39,143.535,100
9/13/39,143.52,100
9/14/39,143.505,100
9/15/39,143.49,100
9/16/39,143.475,100
9/17/39,143.46,100
9/18/39,143.445,100
9/19/39,143.43,100
9/20/39,143.415,100
9/21/39,143.4,100
9/22/39,143.385,100
9/23/39,143.37,100
9/24/39,143.355,100
9/25/39,143.34,100
9/26/39,143.325,100
9/27/39,143.31,100
9/28/39,143.295,100
9/29/39,143.28,100
9/30/39,143.265,100
10/1/39,143.25,100
10/2/39,143.235,100
10/3/39,143.22,100
10/4/39,143.205,100
10/5/39,143.19,100
10/6/39,143.175,100
10/7/39,143.16,100
10/8/39,143.145,100
10/9/39,143.13,100
10/10/39,143.115,100
10/11/39,143.1,100
10/12/39,143.085,100
10/13/39,143.07,100
10/14/39,143.055,100
10/15/39,143.04,100
10/16/39,143.025,100
10/17/39,143.01,100
10/18/39,142.995,100
10/19/39,142.98,100
10/20/39,142.965,100
10/21/39,142.95,100
10/22/39,142.935,100
10/23/39,142.92,100
10/24/39,142.905,100
10/25/39,142.89,100
10/26/39,142.875,100
10/27/39,142.86,100
10/28/39,142.845,100
10/29/39,142.83,100
10/30/39,142.815,100
10/31/39,142.8,100
11/1/39,142.785,100
11/2/39,142.77,100
11/3/39,142.755,100
11/4/39,142.74,100
11/5/39,142.725,100
11/6/39,142.71,100
11/7/39,142.695,100
11/8/39,142.68,100
11/9/39,142.665,100
11/10/39,142.65,100
11/11/39,142.635,100
11/12/39,142.62,100
11/13/39,142.605,100
11/14/39,142.59,100
11/15/39,142.575,100
11/16/39,142.56,100
11/17/39,142.545,100
11/18/39,142.53,100
11/19/39,142.515,100
11/20/39,142.5,100
11/21/39,142.485,100
11/22/39,142.47,100
11/23/39,142.455,100
11/24/39,142.44,100
11/25/39,142.425,100
11/26/39,142.41,100
11/27/39,142.395,100
11/28/39,142.38,100
11/29/39,142.365,100
11/30/39,142.35,100
12/1/39,142.335,100
12/2/39,142.32,100
12/3/39,142.305,100
12/4/39,142.29,100
12/5/39,142.275,100
12/6/39,142.26,100
12/7/39,142.245,100
12/8/39,142.23,100
12/9/39,142.215,100
12/10/39,142.2,100
12/11/39,142.185,100
12/12/39,142.17,100
12/13/39,142.155,100
12/14/39,142.14,100
12/15/39,142.125,100
12/16/39,142.11,100
12/17/39,142.095,100
12/18/39,142.08,100
12/19/39,142.065,100
12/20/39,142.05,100
12/21/39,142.035,100
12/22/39,142.02,100
12/23/39,142.005,100
12/24/39,141.99,100
12/25/39,141.975,100
12/26/39,141.96,100
12/27/39,141.945,100
12/28/39,141.93,100
12/29/39,141.915,100
12/30/39,141.9,100
12/31/39,141.885,100
1/1/40,141.87,100
1/2/40,141.855,100
1/3/40,141.84,100
1/4/40,141.825,100
1/5/40,141.81,100
1/6/40,141.795,100
1/7/40,141.78,100
1/8/40,141.765,100
1/9/40,141.75,100
1/10/40,141.735,100
1/11/40,141.72,100
1/12/40,141.705,100
1/13/40,141.69,100
1/14/40,141.675,100
1/15/40,141.66,100
1/16/40,141.645,100
1/17/40,141.63,100
1/18/40,141.615,100
1/19/40,141.6,100
1/20/40,141.585,100
1/21/40,141.57,100
1/22/40,141.555,100
1/23/40,141.54,100
1/24/40,141.525,100
1/25/40,141.51,100
1/26/40,141.495,100
1/27/40,141.48,100
1/28/40,141.465,100
1/29/40,141.45,100
1/30/40,141.435,100
1/31/40,141.42,100
2/1/40,141.405,100
2/2/40,141.39,100
2/3/40,141.375,100
2/4/40,141.36,100
2/5/40,141.345,100
2/6/40,141.33,100
2/7/40,141.315,100
2/8/40,141.3,100
2/9/40,141.285,100
2/10/40,141.27,100
2/11/40,141.255,100
2/12/40,141.24,100
2/13/40,141.225,100
2/14/40,141.21,100
2/15/40,141.195,100
2/16/40,141.18,100
2/17/40,141.165,100
2/18/40,141.15,100
2/19/40,141.135,100
2/20/40,141.12,100
2/21/40,141.105,100
2/22/40,141.09,100
2/23/40,141.075,100
2/24/40,141.06,100
2/25/40,141.045,100
2/26/40,141.03,100
2/27/40,141.015,100
2/28/40,141,100
2/29/40,140.985,100
3/1/40,140.97,100
3/2/40,140.955,100
3/3/40,140.94,100
3/4/40,140.925,100
3/5/40,140.91,100
3/6/40,140.895,100
3/7/40,140.88,100
3/8/40,140.865,100
3/9/40,140.85,100
3/10/40,140.835,100
3/11/40,140.82,100
3/12/40,140.805,100
3/13/40,140.79,100
3/14/40,140.775,100
3/15/40,140.76,100
3/16/40,140.745,100
3/17/40,140.73,100
3/18/40,140.715,100
3/19/40,140.7,100
3/20/40,140.685,100
3/21/40,140.67,100
3/22/40,140.655,100
3/23/40,140.64,100
3/24/40,140.625,100
3/25/40,140.61,100
3/26/40,140.595,100
3/27/40,140.58,100
3/28/40,140.565,100
3/29/40,140.55,100
3/30/40,140.535,100
3/31/40,140.52,100
4/1/40,140.505,100
4/2/40,140.49,100
4/3/40,140.475,100
4/4/40,140.46,100
4/5/40,140.445,100
4/6/40,140.43,100
4/7/40,140.415,100
4/8/40,140.4,100
4/9/40,140.385,100
4/10/40,140.37,100
4/11/40,140.355,100
4/12/40,140.34,100
4/13/40,140.325,100
4/14/40,140.31,100
4/15/40,140.295,100
4/16/40,140.28,100
4/17/40,140.265,100
4/18/40,140.25,100
4/19/40,140.235,100
4/20/40,140.22,100
4/21/40,140.205,100
4/22/40,140.19,100
4/23/40,140.175,100
4/24/40,140.16,100
4/25/40,140.145,100
4/26/40,140.13,100
4/27/40,140.115,100
4/28/40,140.1,100
4/29/40,140.085,100
4/30/40,140.07,100
5/1/40,140.055,100
5/2/40,140.04,100
5/3/40,140.025,100
5/4/40,140.01,100
5/5/40,139.995,100
5/6/40,139.98,100
5/7/40,139.965,100
5/8/40,139.95,100
5/9/40,139.935,100
5/10/40,139.92,100
5/11/40,139.905,100
5/12/40,139.89,100
5/13/40,139.875,100
5/14/40,139.86,100
5/15/40,139.845,100
5/16/40,139.83,100
5/17/40,139.815,100
5/18/40,139.8,100
5/19/40,139.785,100
5/20/40,139.77,100
5/21/40,139.755,100
5/22/40,139.74,100
5/23/40,139.725,100
5/24/40,139.71,100
5/25/40,139.695,100
5/26/40,139.68,100
5/27/40,139.665,100
5/28/40,139.65,100
5/29/40,139.635,100
5/30/40,139.62,100
5/31/40,139.605,100
6/1/40,139.59,100
6/2/40,139.575,100
6/3/40,139.56,100
6/4/40,139.545,100
6/5/40,139.53,100
6/6/40,139.515,100
6/7/40,139.5,100
6/8/40,139.485,100
6/9/40,139.47,100
6/10/40,139.455,100
6/11/40,139.44,100
6/12/40,139.425,100
6/13/40,139.41,100
6/14/40,139.395,100
6/15/40,139.38,100
6/16/40,139.365,100
6/17/40,139.35,100
6/18/40,139.335,100
6/19/40,139.32,100
6/20/40,139.305,100
6/21/40,139.29,100
6/22/40,139.275,100
6/23/40,139.26,100
6/24/40,139.245,100
6/25/40,139.23,100
6/26/40,139.215,100
6/27/40,139.2,100
6/28/40,139.185,100
6/29/40,139.17,100
6/30/40,139.155,100
7/1/40,139.14,100
7/2/40,139.125,100
7/3/40,139.11,100
7/4/40,139.095,100
7/5/40,139.08,100
7/6/40,139.065,100
7/7/40,139.05,100
7/8/40,139.035,100
7/9/40,139.02,100
7/10/40,139.005,100
7/11/40,138.99,100
7/12/40,138.975,100
7/13/40,138.96,100
7/14/40,138.945,100
7/15/40,138.93,100
7/16/40,138.915,100
7/17/40,138.9,100
7/18/40,138.885,100
7/19/40,138.87,100
7/20/40,138.855,100
7/21/40,138.84,100
7/22/40,138.825,100
7/23/40,138.81,100
7/24/40,138.795,100
7/25/40,138.78,100
7/26/40,138.765,100
7/27/40,138.75,100
7/28/40,138.735,100
7/29/40,138.72,100
7/30/40,138.705,100
7/31/40,138.69,100
8/1/40,138.675,100
8/2/40,138.66,100
8/3/40,138.645,100
8/4/40,138.63,100
8/5/40,138.615,100
8/6/40,138.6,100
8/7/40,138.585,100
8/8/40,138.57,100
8/9/40,138.555,100
8/10/40,138.54,100
8/11/40,138.525,100
8/12/40,138.51,100
8/13/40,138.495,100
8/14/40,138.48,100
8/15/40,138.465,100
8/16/40,138.45,100
8/17/40,138.435,100
8/18/40,138.42,100
8/19/40,138.405,100
8/20/40,138.39,100
8/21/40,138.375,100
8/22/40,138.36,100
8/23/40,138.345,100
8/24/40,138.33,100
8/25/40,138.315,100
8/26/40,138.3,100
8/27/40,138.285,100
8/28/40,138.27,100
8/29/40,138.255,100
8/30/40,138.24,100
8/31/40,138.225,100
9/1/40,138.21,100
9/2/40,138.195,100
9/3/40,138.18,100
9/4/40,138.165,100
9/5/40,138.15,100
9/6/40,138.135,100
9/7/40,138.12,100
9/8/40,138.105,100
9/9/40,138.09,100
9/10/40,138.075,100
9/11/40,138.06,100
9/12/40,138.045,100
9/13/40,138.03,100
9/14/40,138.015,100
9/15/40,138,100
9/16/40,137.985,100
9/17/40,137.97,100
9/18/40,137.955,100
9/19/40,137.94,100
9/20/40,137.925,100
9/21/40,137.91,100
9/22/40,137.895,100
9/23/40,137.88,100
9/24/40,137.865,100
9/25/40,137.85,100
9/26/40,137.835,100
9/27/40,137.82,100
9/28/40,137.805,100
9/29/40,137.79,100
9/30/40,137.775,100
10/1/40,137.76,100
10/2/40,137.745,100
10/3/40,137.73,100
10/4/40,137.715,100
10/5/40,137.7,100
10/6/40,137.685,100
10/7/40,137.67,100
10/8/40,137.655,100
10/9/40,137.64,100
10/10/40,137.625,100
10/11/40,137.61,100
10/12/40,137.595,100
10/13/40,137.58,100
10/14/40,137.565,100
10/15/40,137.55,100
10/16/40,137.535,100
10/17/40,137.52,100
10/18/40,137.505,100
10/19/40,137.49,100
10/20/40,137.475,100
10/21/40,137.46,100
10/22/40,137.445,100
10/23/40,137.43,100
10/24/40,137.415,100
10/25/40,137.4,100
10/26/40,137.385,100
10/27/40,137.37,100
10/28/40,137.355,100
10/29/40,137.34,100
10/30/40,137.325,100
10/31/40,137.31,100
11/1/40,137.295,100
11/2/40,137.28,100
11/3/40,137.265,100
11/4/40,137.25,100
11/5/40,137.235,100
11/6/40,137.22,100
11/7/40,137.205,100
11/8/40,137.19,100
11/9/40,137.175,100
11/10/40,137.16,100
11/11/40,137.145,100
11/12/40,137.13,100
11/13/40,137.115,100
11/14/40,137.1,100
11/15/40,137.085,100
11/16/40,137.07,100
11/17/40,137.055,100
11/18/40,137.04,100
11/19/40,137.025,100
11/20/40,137.01,100
11/21/40,136.995,100
11/22/40,136.98,100
11/23/40,136.965,100
11/24/40,136.95,100
11/25/40,136.935,100
11/26/40,136.92,100
11/27/40,136.905,100
11/28/40,136.89,100
11/29/40,136.875,100
11/30/40,136.86,100
12/1/40,136.845,100
12/2/40,136.83,100
12/3/40,136.815,100
12/4/40,136.8,100
12/5/40,136.785,100
12/6/40,136.77,100
12/7/40,136.755,100
12/8/40,136.74,100
12/9/40,136.725,100
12/10/40,136.71,100
12/11/40,136.695,100
12/12/40,136.68,100
12/13/40,136.665,100
12/14/40,136.65,100
12/15/40,136.635,100
12/16/40,136.62,100
12/17/40,136.605,100
12/18/40,136.59,100
12/19/40,136.575,100
12/20/40,136.56,100
12/21/40,136.545,100
12/22/40,136.53,100
12/23/40,136.515,100
12/24/40,136.5,100
12/25/40,136.485,100
12/26/40,136.47,100
12/27/40,136.455,100
12/28/40,136.44,100
12/29/40,136.425,100
12/30/40,136.41,100
12/31/40,136.395,100
1/1/41,136.38,100
1/2/41,136.365,100
1/3/41,136.35,100
1/4/41,136.335,100
1/5/41,136.32,100
1/6/41,136.305,100
1/7/41,136.29,100
1/8/41,136.275,100
1/9/41,136.26,100
1/10/41,136.245,100
1/11/41,136.23,100
1/12/41,136.215,100
1/13/41,136.2,100
1/14/41,136.185,100
1/15/41,136.17,100
1/16/41,136.155,100
1/17/41,136.14,100
1/18/41,136.125,100
1/19/41,136.11,100
1/20/41,136.095,100
1/21/41,136.08,100
1/22/41,136.065,100
1/23/41,136.05,100
1/24/41,136.035,100
1/25/41,136.02,100
1/26/41,136.005,100
1/27/41,135.99,100
1/28/41,135.975,100
1/29/41,135.96,100
1/30/41,135.945,100
1/31/41,135.93,100
2/1/41,135.915,100
2/2/41,135.9,100
2/3/41,135.885,100
2/4/41,135.87,100
2/5/41,135.855,100
2/6/41,135.84,100
2/7/41,135.825,100
2/8/41,135.81,100
2/9/41,135.795,100
2/10/41,135.78,100
2/11/41,135.765,100
2/12/41,135.75,100
2/13/41,135.735,100
2/14/41,135.72,100
2/15/41,135.705,100
2/16/41,135.69,100
2/17/41,135.675,100
2/18/41,135.66,100
2/19/41,135.645,100
2/20/41,135.63,100
2/21/41,135.615,100
2/22/41,135.6,100
2/23/41,135.585,100
2/24/41,135.57,100
2/25/41,135.555,100
2/26/41,135.54,100
2/27/41,135.525,100
2/28/41,135.51,100
3/1/41,135.495,100
3/2/41,135.48,100
3/3/41,135.465,100
3/4/41,135.45,100
3/5/41,135.435,100
3/6/41,135.42,100
3/7/41,135.405,100
3/8/41,135.39,100
3/9/41,135.375,100
3/10/41,135.36,100
3/11/41,135.345,100
3/12/41,135.33,100
3/13/41,135.315,100
3/14/41,135.3,100
3/15/41,135.285,100
3/16/41,135.27,100
3/17/41,135.255,100
3/18/41,135.24,100
3/19/41,135.225,100
3/20/41,135.21,100
3/21/41,135.195,100
3/22/41,135.18,100
3/23/41,135.165,100
3/24/41,135.15,100
3/25/41,135.135,100
3/26/41,135.12,100
3/27/41,135.105,100
3/28/41,135.09,100
3/29/41,135.075,100
3/30/41,135.06,100
3/31/41,135.045,100
4/1/41,135.03,100
4/2/41,135.015,100
4/3/41,135,100
4/4/41,134.985,100
4/5/41,134.97,100
4/6/41,134.955,100
4/7/41,134.94,100
4/8/41,134.925,100
4/9/41,134.91,100
4/10/41,134.895,100
4/11/41,134.88,100
4/12/41,134.865,100
4/13/41,134.85,100
4/14/41,134.835,100
4/15/41,134.82,100
4/16/41,134.805,100
4/17/41,134.79,100
4/18/41,134.775,100
4/19/41,134.76,100
4/20/41,134.745,100
4/21/41,134.73,100
4/22/41,134.715,100
4/23/41,134.7,100
4/24/41,134.685,100
4/25/41,134.67,100
4/26/41,134.655,100
4/27/41,134.64,100
4/28/41,134.625,100
4/29/41,134.61,100
4/30/41,134.595,100
5/1/41,134.58,100
5/2/41,134.565,100
5/3/41,134.55,100
5/4/41,134.535,100
5/5/41,134.52,100
5/6/41,134.505,100
5/7/41,134.49,100
5/8/41,134.475,100
5/9/41,134.46,100
5/10/41,134.445,100
5/11/41,134.43,100
5/12/41,134.415,100
5/13/41,134.4,100
5/14/41,134.385,100
5/15/41,134.37,100
5/16/41,134.355,100
5/17/41,134.34,100
5/18/41,134.325,100
5/19/41,134.31,100
5/20/41,134.295,100
5/21/41,134.28,100
5/22/41,134.265,100
5/23/41,134.25,100
5/24/41,134.235,100
5/25/41,134.22,100
5/26/41,134.205,100
5/27/41,134.19,100
5/28/41,134.175,100
5/29/41,134.16,100
5/30/41,134.145,100
5/31/41,134.13,100
6/1/41,134.115,100
6/2/41,134.1,100
6/3/41,134.085,100
6/4/41,134.07,100
6/5/41,134.055,100
6/6/41,134.04,100
6/7/41,134.025,100
6/8/41,134.01,100
6/9/41,133.995,100
6/10/41,133.98,100
6/11/41,133.965,100
6/12/41,133.95,100
6/13/41,133.935,100
6/14/41,133.92,100
6/15/41,133.905,100
6/16/41,133.89,100
6/17/41,133.875,100
6/18/41,133.86,100
6/19/41,133.845,100
6/20/41,133.83,100
6/21/41,133.815,100
6/22/41,133.8,100
6/23/41,133.785,100
6/24/41,133.77,100
6/25/41,133.755,100
6/26/41,133.74,100
6/27/41,133.725,100
6/28/41,133.71,100
6/29/41,133.695,100
6/30/41,133.68,100
7/1/41,133.665,100
7/2/41,133.65,100
7/3/41,133.635,100
7/4/41,133.62,100
7/5/41,133.605,100
7/6/41,133.59,100
7/7/41,133.575,100
7/8/41,133.56,100
7/9/41,133.545,100
7/10/41,133.53,100
7/11/41,133.515,100
7/12/41,133.5,100
7/13/41,133.485,100
7/14/41,133.47,100
7/15/41,133.455,100
7/16/41,133.44,100
7/17/41,133.425,100
7/18/41,133.41,100
7/19/41,133.395,100
7/20/41,133.38,100
7/21/41,133.365,100
7/22/41,133.35,100
7/23/41,133.335,100
